,Unnamed: 0,emoji_symbol,emoji_name,emoji_code,emoji_description,preprocessed_description,avg_glove_embedding
1620,1620,🇯🇴,🇴 Flag: Jordan,"U+1F1EF, U+1F1F4","The flag forJordan, which may show as the lettersJOon some platforms.The Flag: Jordan emoji is aflag sequencecombining🇯Regional Indicator Symbol Letter Jand🇴Regional Indicator Symbol Letter O.
These display as a single emoji on supported platforms.","['flag', 'forjordan', 'may', 'show', 'lettersjoon', 'flag', 'jordan', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-0.09426813  0.27165626  0.01084624 -0.23199307  0.25902366  0.07421879
 -0.13320113 -0.25983747 -0.13188467 -0.12616067 -0.12568021 -0.32616994
  0.40647987  0.03603267  0.18440713  0.13870173  0.39658199  0.0439544
 -0.02510799 -0.29246333  0.18717454 -0.325914   -0.03990613  0.02443021
  0.27231933 -0.2443378  -0.09747372  0.08689012  0.1408262  -0.16267867
  0.3954632   0.38023267  0.22082167  0.310058    0.27928333  0.19375653
  0.1810803   0.0627404   0.02100227 -0.28234622 -0.22525227 -0.34841724
  0.34658933  0.07563433  0.0447036   0.04753147  0.217782    0.04206654
 -0.28073673 -0.70906933  0.3110316   0.172774    0.3369572   0.85311067
 -0.22005054 -1.669384   -0.159674    0.03141577  1.38755802  0.25057533
 -0.09757513  0.37965759 -0.185833    0.08699253  0.4974128   0.21705053
 -0.04131649  0.11947533  0.08499367 -0.09263913 -0.00228093 -0.05952646
 -0.11656334 -0.19046574  0.359423    0.26319534  0.27675361  0.14700087
 -0.6074602  -0.34115853  0.09277686 -0.37148574 -0.17779567 -0.091926
 -0.81060392 -0.32091     0.1931454  -0.24012804  0.39697682 -0.19937113
 -0.20407993 -0.05940445  0.01309333  0.34339114 -0.23096441 -0.09127513
 -0.3209848  -0.45721013  0.37907873  0.13798353]"
1621,1621,🇯🇵,🇵 Flag: Japan,"U+1F1EF, U+1F1F5","The flag forJapan, which may show as the lettersJPon some platforms.The Flag: Japan emoji is aflag sequencecombining🇯Regional Indicator Symbol Letter Jand🇵Regional Indicator Symbol Letter P.
These display as a single emoji on supported platforms.","['flag', 'forjapan', 'may', 'show', 'lettersjpon', 'flag', 'japan', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-1.05286795e-01  3.48188262e-01  1.09536997e-01 -1.29284403e-01
  2.33432329e-01  2.14661239e-02 -1.76583135e-01 -2.87871668e-01
 -1.45684067e-01 -9.18364669e-02 -1.03040673e-01 -2.75424606e-01
  4.29407204e-01  5.40693333e-02  1.92971196e-01  1.43300801e-01
  4.48450654e-01  9.52984691e-02 -3.96199332e-03 -3.36462663e-01
  3.04215200e-01 -3.29082001e-01 -1.66774665e-02  5.52642059e-02
  2.25825333e-01 -1.94856467e-01 -1.57213057e-01  1.31488119e-01
  1.18506865e-01 -1.37201337e-01  3.42022538e-01  4.38680001e-01
  1.74579672e-01  3.49909331e-01  2.78513596e-01  1.85500527e-01
  2.01464967e-01 -4.88049321e-02 -1.05106384e-03 -4.02025553e-01
 -2.01036932e-01 -3.71441974e-01  3.19198000e-01  8.92016677e-02
  9.96009341e-02  1.91047981e-02  2.95802007e-01  2.14905371e-02
 -2.95454199e-01 -7.01062659e-01  3.07136936e-01  1.48150731e-01
  2.66699198e-01  8.38655335e-01 -2.20577204e-01 -1.68056401e+00
 -1.24515331e-01 -6.07289791e-03  1.43352668e+00  3.06561335e-01
 -1.29348531e-01  3.97539993e-01 -2.16859195e-01  1.75473199e-01
  4.75682799e-01  2.31761861e-01 -1.24923820e-01  1.47279998e-01
  1.92375009e-01 -1.10068466e-01 -2.34195964e-02  1.95833556e-03
 -1.16392001e-01 -1.53635738e-01  3.05704999e-01  3.05686008e-01
  2.09758940e-01  1.65253073e-01 -6.40747534e-01 -3.78894061e-01
  7.28015319e-02 -4.29732301e-01 -1.81163007e-01 -4.15740018e-02
 -8.70399261e-01 -3.92227333e-01  1.08289004e-01 -1.77025370e-01
  4.13526154e-01 -1.90805135e-01 -1.18854601e-01 -4.81089864e-02
  6.06333350e-02  3.29801810e-01 -1.79231740e-01 -1.08000462e-01
 -3.49549466e-01 -4.58517460e-01  4.47674670e-01  9.87941939e-02]"
1622,1622,🇰🇪,🇪 Flag: Kenya,"U+1F1F0, U+1F1EA","The flag forKenya, which may show as the lettersKEon some platforms.The Flag: Kenya emoji is aflag sequencecombining🇰Regional Indicator Symbol Letter Kand🇪Regional Indicator Symbol Letter E.
These display as a single emoji on supported platforms.","['flag', 'forkenya', 'may', 'show', 'letterskeon', 'flag', 'kenya', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-0.12818346  0.34898959 -0.00189434 -0.2044444   0.27561566  0.11574932
 -0.11890847 -0.22048546 -0.17893333 -0.16516867 -0.15541534 -0.25363727
  0.41829454  0.060384    0.13332986  0.11427373  0.40199199  0.0747804
 -0.01571732 -0.285958    0.2368332  -0.3331994   0.06606853  0.00265421
  0.26233733 -0.2304358  -0.11063506  0.10617012  0.04262753 -0.18810067
  0.3805832   0.34284933  0.2166252   0.321148    0.28450433  0.14160986
  0.1471303   0.0717284   0.0198116  -0.29241689 -0.2865916  -0.33062531
  0.35903133  0.023947    0.1005056   0.07704547  0.23495401 -0.00731813
 -0.3080754  -0.69602066  0.25268227  0.198992    0.3022612   0.865668
 -0.22283587 -1.60301934 -0.17845667  0.01735644  1.39250869  0.190114
 -0.14853853  0.32676133 -0.20765986  0.0905092   0.50227413  0.25498853
 -0.14114982  0.11239533  0.20687301 -0.11347513 -0.00992306 -0.03368513
 -0.11255867 -0.19726374  0.37732033  0.22591154  0.27241561  0.14750701
 -0.65459287 -0.37226286  0.04669353 -0.41269307 -0.16351741 -0.09549467
 -0.79723059 -0.349356    0.168257   -0.1913267   0.36381882 -0.1573398
 -0.13167927 -0.01291579  0.00809467  0.36624781 -0.19386707 -0.08378246
 -0.3367948  -0.45708546  0.39181867  0.13134953]"
1623,1623,🇰🇬,🇬 Flag: Kyrgyzstan,"U+1F1F0, U+1F1EC","The flag forKyrgyzstan, which may show as the lettersKGon some platforms.The Flag: Kyrgyzstan emoji is aflag sequencecombining🇰Regional Indicator Symbol Letter Kand🇬Regional Indicator Symbol Letter G.
These display as a single emoji on supported platforms.","['flag', 'forkyrgyzstan', 'may', 'show', 'letterskgon', 'flag', 'kyrgyzstan', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-1.28867461e-01  3.74519593e-01  8.95969943e-02 -1.79915735e-01
  2.71568996e-01  1.08980124e-01 -1.98660465e-01 -2.75203468e-01
 -1.07611334e-01 -5.65466682e-02 -1.77671339e-01 -2.98886606e-01
  4.48931869e-01  1.44099986e-02  1.56471862e-01  1.21767067e-01
  4.30636322e-01  7.38590697e-02  3.01818072e-02 -3.41315999e-01
  2.13177802e-01 -3.09704668e-01  3.24605321e-02  6.72708781e-02
  2.33340132e-01 -2.54571134e-01 -8.29717226e-02  1.81334121e-01
  1.36614868e-01 -1.39224670e-01  3.81617203e-01  3.71168001e-01
  2.00865671e-01  3.26911330e-01  2.86624330e-01  1.58439862e-01
  2.33338968e-01  2.56324021e-02  1.12202689e-02 -3.52148220e-01
 -2.28428264e-01 -3.38185973e-01  3.52334001e-01  4.35456681e-02
  7.12982670e-02  2.96402653e-02  1.85959339e-01  7.32373744e-03
 -2.79428067e-01 -6.49151326e-01  2.39660269e-01  1.41615331e-01
  2.65970531e-01  8.82044001e-01 -2.48608537e-01 -1.56005267e+00
 -6.88319981e-02 -1.08735653e-02  1.35787135e+00  2.51029332e-01
 -1.56852530e-01  3.59849994e-01 -2.22213662e-01  1.25770531e-01
  4.92320799e-01  2.11067861e-01 -9.74804886e-02  5.55226630e-02
  1.27163675e-01 -8.67997984e-02 -8.28929370e-04 -5.79137960e-02
 -1.22740003e-01 -1.68524405e-01  3.38866331e-01  2.32238008e-01
  2.84686272e-01  1.78755073e-01 -6.20041536e-01 -3.42383194e-01
  5.70815340e-02 -3.88758409e-01 -1.60162953e-01 -1.57608667e-01
 -7.94131259e-01 -3.24244000e-01  2.09499004e-01 -1.48755372e-01
  3.76440154e-01 -1.60428667e-01 -9.47485995e-02 -3.76811198e-02
 -4.13926626e-02  3.73520676e-01 -1.89882408e-01 -1.04915128e-01
 -3.19656134e-01 -4.30301460e-01  2.99121338e-01  1.38559528e-01]"
1624,1624,🇰🇭,🇭 Flag: Cambodia,"U+1F1F0, U+1F1ED","The flag for Cambodia, which may show as the lettersKHon some platforms.The Flag: Cambodia emoji is aflag sequencecombining🇰Regional Indicator Symbol Letter Kand🇭Regional Indicator Symbol Letter H.
These display as a single emoji on supported platforms.","['flag', 'cambodia', 'may', 'show', 'letterskhon', 'flag', 'cambodia', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-0.1611995   0.32929525  0.07817718 -0.09004038  0.29285468  0.08851949
 -0.22108419 -0.16900262 -0.04372187 -0.15995312 -0.13402251 -0.19253869
  0.41372113  0.077335    0.10609987  0.102286    0.43137936 -0.08165463
  0.00724063 -0.25687875  0.2447855  -0.28293625  0.069208    0.05854644
  0.231026   -0.22349044 -0.02533349  0.11930761  0.09952956 -0.22167438
  0.342213    0.37936625  0.26281094  0.27437725  0.28774218  0.1779905
  0.22794528  0.02809663 -0.0702935  -0.43744271 -0.38211713 -0.2117831
  0.36028687 -0.01916719  0.143509    0.06748387  0.18853475  0.02531113
 -0.31268131 -0.73618374  0.23725088  0.11523     0.259311    0.84417125
 -0.22468738 -1.48114001 -0.17327437 -0.05038772  1.45533127  0.19657875
 -0.20497612  0.39408187 -0.20299406  0.1106505   0.43686087  0.21713424
 -0.12404483  0.11081624  0.15528657 -0.07652919  0.14362038 -0.05760356
 -0.08092988 -0.15380725  0.25070469  0.19633063  0.17882025  0.198231
 -0.59395207 -0.24393112  0.12184207 -0.32367413 -0.06626157 -0.13115063
 -0.80518931 -0.24743625  0.15255219 -0.20822829  0.26883515 -0.13224919
 -0.05772431 -0.06224418 -0.00823688  0.37471857 -0.17946976 -0.07948481
 -0.28224588 -0.48254324  0.37993875  0.07415393]"
1625,1625,🇰🇮,🇮 Flag: Kiribati,"U+1F1F0, U+1F1EE","The flag forKiribati, which may show as the lettersKIon some platforms.The Flag: Kiribati emoji is aflag sequencecombining🇰Regional Indicator Symbol Letter Kand🇮Regional Indicator Symbol Letter I.
These display as a single emoji on supported platforms.","['flag', 'forkiribati', 'may', 'show', 'letterskion', 'flag', 'kiribati', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-0.16398479  0.32529026  0.06782633 -0.1738284   0.20149699  0.13030412
 -0.1350118  -0.30243347 -0.1451112  -0.13402133 -0.17440801 -0.28778194
  0.3863292   0.04583133  0.19852186  0.02415573  0.47004799  0.1138344
 -0.00485333 -0.352492    0.2089654  -0.29040733  0.07076186 -0.00489646
  0.24979733 -0.2116144  -0.12860199  0.16880412  0.05746753 -0.19242334
  0.4055432   0.41456333  0.21662327  0.31641066  0.29194233  0.12264186
  0.22608563  0.00274227  0.02164694 -0.42077222 -0.2747116  -0.31408731
  0.2881644   0.094157    0.06785827  0.1010868   0.21776667 -0.01833013
 -0.2796914  -0.61076733  0.2518456   0.115294    0.27428853  0.76821533
 -0.24740721 -1.56238201 -0.05390467 -0.01127623  1.34161709  0.25834467
 -0.1377292   0.36556333 -0.17356433  0.12079986  0.43254813  0.20335853
 -0.09059022  0.093266    0.19855234 -0.13425447 -0.01049446  0.0254702
 -0.09867267 -0.1482124   0.32301413  0.26094534  0.28034094  0.17142707
 -0.56809754 -0.34137253  0.01826687 -0.46360307 -0.08152834 -0.08476933
 -0.77846326 -0.36780533  0.22070234 -0.17183337  0.41476882 -0.18178713
 -0.15568327  0.01739288  0.00316     0.34533581 -0.14824641 -0.1255424
 -0.32604147 -0.49119679  0.32241867  0.13076086]"
1626,1626,🇰🇲,🇲 Flag: Comoros,"U+1F1F0, U+1F1F2","The flag for Comoros, which may show as the lettersKMon some platforms.The Flag: Comoros emoji is aflag sequencecombining🇰Regional Indicator Symbol Letter Kand🇲Regional Indicator Symbol Letter M.
These display as a single emoji on supported platforms.","['flag', 'comoros', 'may', 'show', 'letterskmon', 'flag', 'comoros', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-2.18141997e-01  2.51927747e-01  1.21197186e-01 -1.47462875e-01
  3.01814683e-01  1.90461989e-01 -1.23180438e-01 -2.32190125e-01
 -1.49718126e-01 -1.45666875e-01 -1.55406257e-01 -1.33597446e-01
  3.96237379e-01  2.04637488e-02  1.10723618e-01  1.06613500e-01
  3.99564211e-01  8.58712522e-02  5.09943822e-02 -3.10281247e-01
  2.12236752e-01 -2.70126252e-01  1.14926757e-01  9.10193776e-04
  2.28322624e-01 -2.33461687e-01 -1.67955990e-01  1.02873612e-01
  1.75982062e-01 -2.85300627e-01  4.49205506e-01  2.73497500e-01
  1.36215940e-01  2.69952247e-01  2.98973433e-01  1.02952997e-01
  2.16250286e-01  7.70703766e-02  1.10304002e-01 -4.02763960e-01
 -3.04304618e-01 -2.80443098e-01  3.15060625e-01  1.53115641e-02
  3.24740010e-02  1.39982623e-01  2.76294382e-01  3.38537898e-03
 -3.42291310e-01 -4.47433744e-01  1.09658373e-01  2.50942495e-01
  2.52269873e-01  8.07826251e-01 -2.68897380e-01 -1.41690626e+00
 -1.09545623e-01  2.55255334e-02  1.35767252e+00  3.16643752e-01
 -1.45821123e-01  2.96758117e-01 -1.60802806e-01  2.83692491e-02
  4.23339498e-01  1.98064245e-01 -2.15821090e-01  3.85337478e-02
  1.72414070e-01 -5.69841843e-02 -9.91949684e-03  1.93426890e-02
 -1.12732501e-01 -2.16278506e-01  3.06110312e-01  2.46496881e-01
  3.01650254e-01  2.12479755e-01 -6.07518318e-01 -2.46097371e-01
 -2.57016891e-02 -4.43150382e-01 -7.08878208e-02 -9.00893756e-02
 -6.81348052e-01 -3.77012500e-01  2.48500943e-01 -1.45033159e-01
  3.60576802e-01 -2.48454185e-01 -1.11733063e-01  6.35783257e-02
 -3.62531231e-02  3.73639822e-01 -2.02744756e-01 -3.25723102e-02
 -3.35844500e-01 -4.95404494e-01  3.24383751e-01  5.43251800e-02]"
1627,1627,🇰🇳,🇳 Flag: St. Kitts & Nevis,"U+1F1F0, U+1F1F3","The Flag: St. Kitts & Nevis emoji is aflag sequencecombining🇰Regional Indicator Symbol Letter Kand🇳Regional Indicator Symbol Letter N.
These display as a single emoji on supported platforms.","['flag', 'kitts', 'nevis', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-0.27086153  0.3488813   0.0486973  -0.00363123  0.2506633   0.19440784
 -0.03483616 -0.42959023 -0.092274   -0.11562177 -0.13894847 -0.29869601
  0.28147293  0.11886693  0.13018138  0.12382508  0.38426999  0.13380123
 -0.02209538 -0.25836846  0.14090831 -0.26745623  0.09009385 -0.00508699
  0.15421308 -0.19120185 -0.1410543   0.0496963  -0.17797823 -0.12496615
  0.4132437   0.20485308  0.13482031  0.37419615  0.2514623   0.07864908
  0.19547209  0.13136739  0.06267108 -0.42792179 -0.22383323 -0.26368138
  0.356308   -0.03108884  0.085637    0.13893154  0.27793231  0.00541446
 -0.17245393 -0.36920768  0.33247415  0.25256308  0.29940662  0.64440001
 -0.37203253 -1.35125848 -0.01037769  0.14964538  1.11878617  0.16243
 -0.15480723  0.06906846 -0.13780884  0.015596    0.17137353  0.15691415
 -0.10478172  0.19728753  0.30062493 -0.22312546 -0.17412338  0.09247508
 -0.14734585 -0.10066047  0.42275731  0.11588     0.2213877   0.17770416
 -0.41038715 -0.30659077 -0.02787338 -0.30367831 -0.09283832  0.02252307
 -0.70558542 -0.39667462  0.27484808 -0.19021159  0.53355687 -0.20939823
 -0.18452915  0.01103623 -0.08601538  0.42567385 -0.21885662 -0.12699823
 -0.25442739 -0.4025181   0.35046969  0.02939946]"
1628,1628,🇰🇵,🇵 Flag: North Korea,"U+1F1F0, U+1F1F5","The flag forNorth Korea, which may show as the lettersKPon some platforms.The Flag: North Korea emoji is aflag sequencecombining🇰Regional Indicator Symbol Letter Kand🇵Regional Indicator Symbol Letter P.
These display as a single emoji on supported platforms.","['flag', 'fornorth', 'korea', 'may', 'show', 'letterskpon', 'flag', 'north', 'korea', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-9.23907017e-02  3.45666698e-01  2.60826763e-01 -1.16858591e-01
  1.49003234e-01 -6.52945919e-02 -1.16547942e-01 -1.80258353e-01
 -5.95050602e-02 -2.76594109e-02 -4.76749444e-02 -2.12632299e-01
  4.81362242e-01  1.10677645e-01  1.69498703e-01  1.18425647e-01
  4.59124108e-01 -9.14905702e-03 -1.14571758e-01 -4.39893521e-01
  4.19948704e-01 -2.00902356e-01  9.16857662e-02  2.00678313e-02
  1.30179410e-01 -5.72462941e-02 -2.35612109e-01  2.00075635e-01
  1.18109081e-01 -1.42902238e-01  2.40429885e-01  4.48030002e-01
  1.76320299e-01  2.79736761e-01  2.99207937e-01  1.03496525e-01
  2.89458499e-01 -1.12526113e-01 -1.74271525e-01 -3.51959602e-01
 -4.02804343e-01 -3.14821741e-01  2.26863411e-01  7.32451188e-02
  1.94335532e-01  1.19854102e-02  3.20504713e-01  4.36929657e-03
 -2.39600647e-01 -6.54568818e-01  2.69408413e-01  1.24522939e-01
  2.52615410e-01  7.59404885e-01 -1.81072238e-01 -1.75258589e+00
 -2.01911174e-01 -1.81267266e-01  1.43437649e+00  1.75567999e-01
 -1.75698707e-01  3.24292935e-01 -2.03032202e-01  7.46534101e-02
  4.29195056e-01  2.15865762e-01 -5.38365488e-02  3.15711166e-01
  1.41216467e-01  1.40548857e-02 -1.56408203e-02 -3.48221994e-02
 -2.09241764e-01 -2.41852709e-01  3.36231469e-01  3.08177062e-01
  2.39654948e-01  1.69790242e-01 -6.12833118e-01 -3.03852465e-01
  2.11174882e-01 -3.58117065e-01 -1.61413827e-01 -3.16640012e-02
 -9.23366996e-01 -2.73249411e-01  8.57873579e-02 -1.13641801e-01
  4.82482493e-01 -1.40742765e-01 -2.31768178e-01  2.13361272e-02
 -1.23870515e-03  3.63690773e-01 -2.73185656e-01 -6.82845254e-02
 -3.72511294e-01 -4.86324818e-01  5.02387059e-01  8.80542896e-02]"
1629,1629,🇰🇷,🇷 Flag: South Korea,"U+1F1F0, U+1F1F7","The flag forSouth Korea, which may show as the lettersKRon some platforms.The Flag: South Korea emoji is aflag sequencecombining🇰Regional Indicator Symbol Letter Kand🇷Regional Indicator Symbol Letter R.
These display as a single emoji on supported platforms.","['flag', 'forsouth', 'korea', 'may', 'show', 'letterskron', 'flag', 'south', 'korea', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-0.1067507   0.36964552  0.26085617 -0.11165094  0.14344382 -0.05220165
 -0.12175606 -0.16387247 -0.07569882 -0.04306135 -0.05583059 -0.20876818
  0.45173989  0.11969823  0.17586694  0.10649388  0.46642587 -0.00818964
 -0.11470117 -0.44377235  0.43842518 -0.21591765  0.10817341  0.03864548
  0.14972529 -0.08016923 -0.22525328  0.19309852  0.12065382 -0.15523053
  0.2241793   0.44019236  0.17666971  0.28357341  0.31620853  0.07471929
  0.26624438 -0.08275782 -0.19425623 -0.34914843 -0.4058514  -0.32722351
  0.24052635  0.06033971  0.20292142  0.02113717  0.31371471  0.01690989
 -0.25501512 -0.68155476  0.23287906  0.1354347   0.24970894  0.76159418
 -0.17665606 -1.75187413 -0.23042765 -0.15247315  1.4395706   0.17558035
 -0.19029871  0.30444217 -0.19646382  0.07130694  0.42111741  0.22194929
 -0.05267067  0.32335293  0.15604135  0.01062194 -0.0041847  -0.00473761
 -0.22416647 -0.24806565  0.33965382  0.31667606  0.23156024  0.17420906
 -0.60565371 -0.31470988  0.22562371 -0.3660953  -0.13491071 -0.05474753
 -0.92560464 -0.27907335  0.06264265 -0.08978239  0.46959837 -0.14148865
 -0.20963494  0.01485195  0.00574188  0.36325371 -0.25269095 -0.04876629
 -0.37716541 -0.49859694  0.47597353  0.09774135]"
1630,1630,🇰🇼,🇼 Flag: Kuwait,"U+1F1F0, U+1F1FC","The flag forKuwait, which may show as the lettersKWon some platforms.The Flag: Kuwait emoji is aflag sequencecombining🇰Regional Indicator Symbol Letter Kand🇼Regional Indicator Symbol Letter W.
These display as a single emoji on supported platforms.","['flag', 'forkuwait', 'may', 'show', 'letterskwon', 'flag', 'kuwait', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-0.11309346  0.33027826  0.04451966 -0.21270507  0.26480299  0.07235346
 -0.1986938  -0.21630547 -0.11994067 -0.07047733 -0.05782001 -0.3531106
  0.43542121  0.02532933  0.16565453  0.1243324   0.38578932  0.01572841
  0.00572534 -0.33347733  0.24653254 -0.3423712  -0.00795613  0.00444887
  0.25724733 -0.2245078  -0.11986106  0.13368345  0.13047553 -0.16395267
  0.37238387  0.3536348   0.19326967  0.29784078  0.266141    0.18366853
  0.16415637  0.05844173 -0.02723439 -0.33557222 -0.2183996  -0.34992537
  0.321604    0.07337633  0.10383027  0.03026047  0.23707     0.0544012
 -0.33455406 -0.72156933  0.27037827  0.20410866  0.3332932   0.86757133
 -0.24842454 -1.576724   -0.11562066 -0.0427989   1.41650669  0.26698667
 -0.0953254   0.37243066 -0.17565966  0.06811653  0.48646346  0.22399586
 -0.12952982  0.09392     0.07722034 -0.08459046  0.02890041 -0.0340738
 -0.09222334 -0.20561774  0.3271084   0.26190867  0.28194827  0.14971714
 -0.64681287 -0.32307453  0.11051687 -0.41043974 -0.15318761 -0.04681133
 -0.79799659 -0.353992    0.221385   -0.1995307   0.40974282 -0.2176978
 -0.2054486  -0.04545165  0.037422    0.35953648 -0.2638224  -0.05885513
 -0.30408013 -0.47177279  0.3797486   0.09645019]"
1631,1631,🇰🇾,🇾 Flag: Cayman Islands,"U+1F1F0, U+1F1FE","The flag for Cayman Islands, which may show as the lettersKYon some platforms.The Flag: Cayman Islands emoji is aflag sequencecombining🇰Regional Indicator Symbol Letter Kand🇾Regional Indicator Symbol Letter Y.
These display as a single emoji on supported platforms.","['flag', 'cayman', 'islands', 'may', 'show', 'letterskyon', 'flag', 'cayman', 'islands', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-2.50898437e-01  1.87052776e-01  8.98419417e-02 -1.48378111e-01
  2.37917939e-01  1.60183993e-01 -2.10891502e-01 -1.74943446e-01
 -2.08710555e-01 -1.68970555e-01  2.52533274e-02 -9.98843918e-02
  3.12992116e-01  6.01699981e-02  1.96595109e-01 -1.10732250e-02
  4.57848323e-01  8.78486688e-02  1.93416732e-02 -1.59283333e-01
  3.67612669e-01 -8.39066725e-02  2.36254885e-01  1.03395153e-03
  9.78611112e-02 -1.09781502e-01 -1.08978103e-01  1.02606555e-02
  2.03318354e-02 -2.12232117e-01  3.39694890e-01  2.46340002e-01
  2.36546392e-01  3.26323885e-01  2.76540829e-01  5.83813284e-02
  1.63498805e-01  5.79258905e-02  4.50124447e-02 -4.67891293e-01
 -2.89517442e-01 -3.93481642e-01  3.29075000e-01  8.58283902e-02
  9.50007770e-02  1.21054554e-01  3.77611665e-01  4.64098917e-02
 -1.25732279e-01 -4.99556661e-01  9.87818950e-02  2.85808884e-01
  3.74688775e-01  6.85592224e-01 -3.01118777e-01 -1.50088668e+00
  2.97872242e-02 -1.08750189e-01  1.28955669e+00  4.01714444e-01
 -2.01967665e-01  4.07820660e-01 -1.07767385e-01 -1.90973354e-02
  4.05077889e-01  1.63674886e-01 -3.69874294e-01  1.40998329e-01
  3.65511398e-01 -2.20453721e-01 -1.75426327e-01  7.24507228e-02
 -4.18355572e-02 -2.17036447e-01  3.63829722e-01  1.76980118e-01
  3.15984676e-01  2.02061638e-01 -4.92521834e-01 -6.73409969e-02
  6.91051645e-02 -4.72997009e-01 -1.82558348e-02  3.25827777e-02
 -6.20826048e-01 -4.14641110e-01  2.36556391e-01 -1.08742810e-01
  5.43516792e-01 -3.05132609e-01 -1.77913678e-01 -9.77226647e-03
  2.37227782e-02  2.22933173e-01 -2.14312009e-01  9.29290621e-02
 -4.37947334e-01 -4.08501438e-01  3.93278889e-01 -4.16120639e-02]"
1632,1632,🇰🇿,🇿 Flag: Kazakhstan,"U+1F1F0, U+1F1FF","The flag forKazakhstan, which may show as the lettersKZon some platforms.The Flag: Kazakhstan emoji is aflag sequencecombining🇰Regional Indicator Symbol Letter Kand🇿Regional Indicator Symbol Letter Z.
These display as a single emoji on supported platforms.","['flag', 'forkazakhstan', 'may', 'show', 'letterskzon', 'flag', 'kazakhstan', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-1.10133061e-01  3.46822928e-01  9.89703334e-02 -1.70384402e-01
  2.76376329e-01  4.54594571e-02 -1.72489134e-01 -2.36336800e-01
 -1.62908667e-01 -5.53933342e-02 -1.30917741e-01 -2.92869272e-01
  4.29165205e-01  1.31133318e-02  1.57861197e-01  1.01617734e-01
  4.69877989e-01  8.72104029e-02  1.39966736e-02 -3.55427998e-01
  1.97087202e-01 -2.95163999e-01  6.08533124e-04  8.07308705e-02
  2.41605132e-01 -2.20365067e-01 -9.69483919e-02  2.25154117e-01
  1.31926867e-01 -1.45436003e-01  3.24333202e-01  3.96865336e-01
  2.22018337e-01  2.88559330e-01  3.18148330e-01  1.45731861e-01
  2.04286969e-01  2.70450679e-02 -8.15839718e-03 -3.29338219e-01
 -2.03946264e-01 -3.70514639e-01  3.40220000e-01  3.04036664e-02
  5.75096002e-02 -6.14920010e-03  2.31068005e-01  2.49592036e-02
 -2.88526066e-01 -6.37439126e-01  2.56326935e-01  1.75992664e-01
  2.53372532e-01  8.85090673e-01 -2.54094537e-01 -1.59894001e+00
 -1.11328065e-01  6.63310170e-03  1.39217269e+00  2.34371999e-01
 -1.44461865e-01  3.48867327e-01 -2.02296328e-01  1.38394532e-01
  4.94682796e-01  2.30351861e-01 -8.13816217e-02  1.12907994e-01
  1.31059675e-01 -1.12729133e-01 -4.99292972e-03 -3.60031306e-02
 -6.39613349e-02 -1.28711070e-01  3.03265665e-01  2.38648007e-01
  2.63068939e-01  1.43697739e-01 -6.37038869e-01 -3.67793861e-01
  5.65842008e-02 -3.74786408e-01 -1.66633006e-01 -1.09268000e-01
 -7.88411260e-01 -3.57940667e-01  1.60445669e-01 -1.45455373e-01
  3.79578421e-01 -1.62786334e-01 -1.28966601e-01 -4.14887196e-02
  1.78153341e-02  3.53099142e-01 -1.96722406e-01 -9.84784621e-02
 -3.78166137e-01 -4.52403593e-01  3.10480001e-01  1.07292861e-01]"
